Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,user_review
Arslan: The Warriors of Legend,PlayStation 4,2015.0,Action,Tecmo Koei,0.02,0.01,0.04,0.01,0.08,7
Risen 3: Titan Lords,Xbox 360,2014.0,Role-Playing,Deep Silver,0.02,0.06,0.0,0.01,0.08,5
Air Conflicts: Secret Wars,Xbox 360,2011.0,Simulation,bitComposer Games,0.06,0.02,0.0,0.01,0.08,
Air Conflicts: Secret Wars,Xbox 360,2011.0,Simulation,bitComposer Games,0.06,0.02,0.0,0.01,0.08,
Elebits: The Adventures of Kai and Zero,DS,2008.0,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,8
From Russia With Love,PSP,2006.0,Action,Electronic Arts,0.07,0.01,0.0,0.01,0.08,7
Sniper: Ghost Warrior 2,PC,2013.0,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08,6
Warriors Orochi 3 Hyper,Wii U,2012.0,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,8
Onimusha Tactics,Game Boy Advance,2003.0,Strategy,Capcom,0.06,0.02,0.0,0.0,0.08,8
Bomberman Jetters,GameCube,2002.0,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08,8
TOCA Race Driver 3,PlayStation 2,2006.0,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,8
Disney's Donald Duck: Goin' Quackers,PlayStation 2,2000.0,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.08,7
Ultimate Brain Games,Game Boy Advance,2003.0,Misc,Telegames,0.06,0.02,0.0,0.0,0.08,8
NHL 2K7,Xbox 360,2006.0,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,8
Phantom Brave: The Hermuda Triangle,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.08,8
Nano Assault,3DS,2011.0,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,8
X Rebirth,PC,2013.0,Simulation,Koch Media,0.0,0.08,0.0,0.01,0.08,3
FIFA Street 2,Xbox,2006.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,7
Shining Force: Resurrection of the Dark Dragon,Game Boy Advance,2004.0,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,9
Shining Soul II,Game Boy Advance,2003.0,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08,8
Nikoli's Pencil Puzzle,3DS,2011.0,Puzzle,Hudson Soft,0.05,0.03,0.0,0.01,0.08,
Hello Kitty: Roller Rescue,GameCube,2005.0,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08,7
Metal Slug Advance,Game Boy Advance,2004.0,Shooter,Ignition Entertainment,0.06,0.02,0.0,0.0,0.08,9
Gradius Galaxies,Game Boy Advance,2001.0,Shooter,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08,8
Blazing Angels: Squadrons of WWII,Xbox,2006.0,Simulation,Ubisoft,0.06,0.02,0.0,0.0,0.08,7
Puchi Puchi Virus,DS,2007.0,Puzzle,Jaleco,0.08,0.0,0.0,0.01,0.08,6
Worms: Open Warfare,DS,2006.0,Strategy,THQ,0.05,0.03,0.0,0.01,0.08,7
Strider 2,PlayStation,2000.0,Platform,Virgin Interactive,0.05,0.03,0.0,0.01,0.08,8
ShellShock 2: Blood Trails,PlayStation 3,2009.0,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,0.08,5
Game of Thrones,PC,2012.0,Role-Playing,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08,6
Shin Megami Tensei: Digital Devil Saga 2,PlayStation 2,2005.0,Role-Playing,Ghostlight,0.04,0.03,0.0,0.01,0.08,4
Steins;Gate,PlayStation 3,2012.0,Adventure,PQube,0.01,0.04,0.02,0.01,0.08,9
Bejeweled 3,PC,2010.0,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08,8
Exit,PSP,2005.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,8
God Eater Resurrection,PlayStation 4,2015.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,7
Grand Prix Challenge,PlayStation 2,2002.0,Racing,Atari,0.04,0.03,0.0,0.01,0.08,8
Super Robot Taisen OG Saga: Endless Frontier,DS,2008.0,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.08,8
NHL 06,GameCube,2005.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,8
Pinobee: Wings of Adventure,Game Boy Advance,2001.0,Platform,Hudson Entertainment,0.06,0.02,0.0,0.0,0.08,8
Crush,PSP,2007.0,Puzzle,Sega,0.07,0.0,0.0,0.01,0.08,8
Fatal Frame III: The Tormented,PlayStation 2,2005.0,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,9
Ice Age 2: The Meltdown,Wii,2006.0,Platform,Vivendi Games,0.06,0.01,0.0,0.01,0.08,8
Ultimate Ghosts 'n Goblins,PSP,2006.0,Platform,Capcom,0.07,0.01,0.0,0.01,0.08,8
Swingerz Golf,GameCube,2002.0,Sports,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,7
Toukiden 2,PlayStation 4,2016.0,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,8
The King of Fighters 2006,PlayStation 2,2006.0,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0,0.08,8
Tornado Outbreak,Xbox 360,2009.0,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,8
Nobunaga's Ambition: Rise to Power,PlayStation 2,2004.0,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,8
FIFA Soccer 2003,GameCube,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,8
Outlaw Golf,GameCube,2002.0,Sports,TDK Mediactive,0.06,0.02,0.0,0.0,0.08,8
Worms: A Space Oddity,Wii,2008.0,Strategy,THQ,0.06,0.02,0.0,0.01,0.08,4
Far Cry Vengeance,Wii,2006.0,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08,5
Bangai-O Spirits,DS,2008.0,Shooter,D3Publisher,0.07,0.0,0.0,0.01,0.08,8
Smuggler's Run: Warzones,GameCube,2002.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08,7
Space Channel 5 Special Edition,PlayStation 2,2003.0,Misc,Agetec,0.04,0.03,0.0,0.01,0.08,8
Cate West: The Vanishing Files,Wii,2009.0,Adventure,Oxygen Interactive,0.07,0.0,0.0,0.01,0.08,
Wolfenstein: The Old Blood,PC,2015.0,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.08,8
TrackMania DS,DS,2008.0,Racing,Focus Home Interactive,0.06,0.01,0.0,0.01,0.08,7
Prey the Stars,DS,2008.0,Action,Tecmo Koei,0.07,0.0,0.0,0.01,0.08,
Puzzle Chronicles,PSP,2010.0,Puzzle,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,
Tomb Raider: Underworld,PC,2008.0,Action,Eidos Interactive,0.0,0.06,0.0,0.02,0.08,8
Samurai Western,PlayStation 2,2004.0,Action,505 Games,0.04,0.03,0.0,0.01,0.08,8
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011.0,Strategy,THQ,0.0,0.06,0.0,0.02,0.08,8
Line Rider 2: Unbound,DS,2008.0,Puzzle,Deep Silver,0.07,0.0,0.0,0.01,0.08,6
Earth Defense Force 2017,Xbox 360,2006.0,Action,D3Publisher,0.04,0.01,0.03,0.0,0.08,8
Harry Potter and the Sorcerer's Stone,GameCube,2003.0,Action,Electronic Arts,0.06,0.02,0.0,0.0,0.08,8
High Heat Major League Baseball 2004,Xbox,2003.0,Sports,3DO,0.06,0.02,0.0,0.0,0.08,8
TimeSplitters: Future Perfect,GameCube,2005.0,Shooter,Electronic Arts,0.06,0.02,0.0,0.0,0.08,9
Soul Bubbles,DS,2008.0,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01,0.08,8
Gradius III and IV,PlayStation 2,2000.0,Shooter,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,8
Incredible Crisis,PlayStation,1999.0,Action,Titus,0.04,0.03,0.0,0.01,0.08,8
Midway Arcade Treasures 3,Xbox,2005.0,Misc,Midway Games,0.06,0.02,0.0,0.0,0.08,
The King of Fighters EX2: Howling Blood,Game Boy Advance,2002.0,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08,8
Disney's Meet the Robinsons,Xbox 360,2007.0,Action,Disney Interactive Studios,0.07,0.0,0.0,0.01,0.08,6
Dragon Ball Z: Battle of Z,Xbox 360,2014.0,Fighting,Namco Bandai Games,0.01,0.06,0.0,0.01,0.08,6
Silent Hunter III,PC,2005.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,8
Goblin Commander: Unleash the Horde,Xbox,2003.0,Strategy,Jaleco,0.06,0.02,0.0,0.0,0.08,
Serious Sam 3: BFE,PC,2011.0,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08,8
Lost Dimension,PlayStation 3,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.08,7
Sherlock Holmes: Crimes & Punishments,Xbox One,2014.0,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,7
World Series of Poker 2008: Battle for the Bracelets,Xbox 360,2007.0,Misc,Activision,0.06,0.01,0.0,0.01,0.08,7
Superman: Shadow of Apokolips,GameCube,2003.0,Action,Atari,0.06,0.02,0.0,0.0,0.08,7
Batman: Dark Tomorrow,GameCube,2003.0,Action,Kemco,0.06,0.02,0.0,0.0,0.08,3
The First Templar,PC,2011.0,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,6
Battlestar Galactica,Xbox,2003.0,Shooter,Vivendi Games,0.06,0.02,0.0,0.0,0.08,7
Boxing Fever,Game Boy Advance,2001.0,Sports,THQ,0.06,0.02,0.0,0.0,0.08,
RoadKill,Xbox,2003.0,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,7
Valkyrie Drive: Bhikkhuni,PlayStation Vita,2015.0,Action,PQube,0.0,0.01,0.07,0.0,0.08,8
New International Track & Field,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,7
Evil Dead: Regeneration,Xbox,2005.0,Action,THQ,0.06,0.02,0.0,0.0,0.08,7
Evolution Worlds,GameCube,2002.0,Role-Playing,Ubisoft,0.06,0.02,0.0,0.0,0.08,8
Dead Island: Riptide,PC,,Action,Deep Silver,0.0,0.07,0.0,0.01,0.08,6
Sub Rebellion,PlayStation 2,2002.0,Simulation,Metro 3D,0.04,0.03,0.0,0.01,0.08,
Legend of the Guardians: The Owls of Ga'Hoole,PlayStation 3,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,7
Ape Escape: Pumped & Primed,PlayStation 2,2004.0,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,7
Outlaw Tennis,PlayStation 2,2005.0,Sports,Global Star,0.04,0.03,0.0,0.01,0.08,
The Golf Club,PlayStation 4,2014.0,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,6
Rayman Origins,PC,2012.0,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08,8
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010.0,Shooter,Sega,0.06,0.01,0.0,0.01,0.08,8
Gadget Racers,PlayStation 2,2000.0,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,0.08,7
Phantasy Star Online Episode III: C.A.R.D. Revolution,GameCube,2003.0,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08,8
Ultimate Fighting Championship: Throwdown,GameCube,2002.0,Fighting,Ubisoft,0.06,0.02,0.0,0.0,0.08,
Endgame,PlayStation 2,2002.0,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08,7
World Championship Poker: Deluxe Series,DS,2005.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,
NHL Hitz 20-03,GameCube,2002.0,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08,9
Infernal: Hell's Vengeance,Xbox 360,2009.0,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08,5
Urban Reign,PlayStation 2,2005.0,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,9
Resident Evil 3: Nemesis,GameCube,2003.0,Action,Capcom,0.06,0.02,0.0,0.0,0.08,9
All-Star Baseball 2004,GameCube,2003.0,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,8
Pitfall: The Lost Expedition,GameCube,2004.0,Platform,Activision,0.06,0.02,0.0,0.0,0.08,9
Legend of the Guardians: The Owls of Ga'Hoole,Xbox 360,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,8
GT Advance 3: Pro Concept Racing,Game Boy Advance,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.08,9
PQ: Practical Intelligence Quotient,PSP,2005.0,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08,
Duke Nukem: Land of the Babes,PlayStation,2000.0,Shooter,Atari,0.04,0.03,0.0,0.0,0.08,7
Pac-Man World 3,PSP,2005.0,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,8
Need for Speed: Most Wanted,PC,2012.0,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,9
The Lord of the Rings: The Battle for Middle-Earth,PC,2004.0,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.08,9
The Legend of Kage 2,DS,2008.0,Action,Square Enix,0.07,0.0,0.0,0.0,0.08,7
Samurai Warriors Chronicles 3,3DS,2014.0,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,6
Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,Reef Entertainment,0.07,0.0,0.0,0.01,0.08,8
R: Racing Evolution,GameCube,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,7
World Tour Soccer 06,PSP,2006.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,
Stella Deus: The Gate of Eternity,PlayStation 2,2004.0,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08,8
Conflict: Desert Storm,GameCube,2003.0,Shooter,SCi,0.06,0.02,0.0,0.0,0.08,8
P.T.O. IV: Pacific Theater of Operations,PlayStation 2,2002.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.08,6
Metal Gear Solid V: The Phantom Pain,PC,2015.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,8
Far Cry Instincts Evolution,Xbox,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,7
Divinity II: Ego Draconis,PC,2009.0,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08,8
Scooby-Doo! Unmasked,Xbox,2005.0,Platform,THQ,0.06,0.02,0.0,0.0,0.08,
Shovel Knight,PlayStation 4,2015.0,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,8
Dynasty Warriors 3,Xbox,2002.0,Action,THQ,0.06,0.02,0.0,0.0,0.08,9
Superman Returns,DS,2006.0,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08,4
MTV Music Generator 3: This Is the Remix,Xbox,2004.0,Misc,Codemasters,0.06,0.02,0.0,0.0,0.08,5
Beat City,DS,2010.0,Misc,THQ,0.07,0.0,0.0,0.01,0.07,5
Mega Man Legacy Collection,PlayStation 4,2016.0,Platform,Capcom,0.06,0.0,0.0,0.01,0.07,8
Torchlight,PC,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07,8
Winter Sports 2: The Next Challenge,Xbox 360,2008.0,Sports,RTL,0.06,0.01,0.0,0.01,0.07,
Magic Pengel: The Quest for Color,PlayStation 2,2002.0,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07,8
Futurama,PlayStation 2,2003.0,Platform,SCi,0.04,0.03,0.0,0.01,0.07,6
The History Channel: Battle for the Pacific,PlayStation 3,2008.0,Shooter,Activision,0.07,0.0,0.0,0.01,0.07,2
Rayman 3: Hoodlum Havoc,Xbox,2003.0,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07,9
Super Ghouls 'n Ghosts,Game Boy Advance,2002.0,Platform,Capcom,0.05,0.02,0.0,0.0,0.07,7
Gladius,GameCube,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07,8
Record of Agarest War,PlayStation 3,2007.0,Role-Playing,Ghostlight,0.0,0.03,0.03,0.01,0.07,6
The Rub Rabbits!,DS,2005.0,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07,8
Bomberman Max 2: Red Advance,Game Boy Advance,2002.0,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07,
Speed Zone,Wii,2009.0,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07,4
Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07,8
Still Life,Xbox,2005.0,Adventure,Microids,0.05,0.02,0.0,0.0,0.07,7
Goodbye Deponia,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.01,0.07,8
I-Ninja,Xbox,2003.0,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07,8
Kessen III,PlayStation 2,2004.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,8
The King of Fighters Collection: The Orochi Saga,PSP,2008.0,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,7
Aero Elite: Combat Academy,PlayStation 2,2002.0,Simulation,Sega,0.04,0.03,0.0,0.01,0.07,8
Wrath Unleashed,PlayStation 2,2004.0,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07,6
Beyond Good & Evil,GameCube,2003.0,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07,8
Commandos 2: Men of Courage,Xbox,2002.0,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,7
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation 4,2016.0,Action,Activision,0.04,0.02,0.0,0.01,0.07,6
Mucha Lucha! Mascaritas of the Lost Code,Game Boy Advance,2003.0,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07,4
Invizimals: The Alliance,PlayStation Vita,2013.0,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,7
Romance of the Three Kingdoms XI,PlayStation 2,2007.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,7
Tak: The Great Juju Challenge,Xbox,2005.0,Platform,THQ,0.05,0.02,0.0,0.0,0.07,
Stacked with Daniel Negreanu,PlayStation 2,2006.0,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07,5
Circus Maximus: Chariot Wars,Xbox,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.07,6
SNK Arcade Classics Vol. 1,Wii,2008.0,Misc,Ignition Entertainment,0.06,0.0,0.0,0.01,0.07,8
Serious Sam: Next Encounter,PlayStation 2,2004.0,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07,8
Robocalypse,DS,2008.0,Strategy,Tecmo Koei,0.07,0.0,0.0,0.0,0.07,8
Grand Kingdom,PlayStation Vita,2015.0,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07,8
The Testament of Sherlock Holmes,PC,2012.0,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07,8
Pitfall: The Lost Expedition,Game Boy Advance,2003.0,Platform,Activision,0.05,0.02,0.0,0.0,0.07,
Dave Mirra BMX Challenge,PSP,2006.0,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07,5
Operation Flashpoint: Red River,PC,2011.0,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07,5
F.E.A.R. 2: Project Origin,PC,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07,8
NCAA College Football 2K3,GameCube,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,8
Karaoke Revolution Party,GameCube,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,
Haunting Ground,PlayStation 2,2005.0,Action,Capcom,0.03,0.03,0.0,0.01,0.07,9
Kane & Lynch 2: Dog Days,PC,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,6
Homie Rollerz,DS,2008.0,Racing,Destineer,0.07,0.0,0.0,0.01,0.07,3
Damnation,Xbox 360,2009.0,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07,5
Fable: The Lost Chapters,PC,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,9
Romance of the Three Kingdoms IX,PlayStation 2,2003.0,Strategy,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,8
Second Sight,Xbox,2004.0,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07,8
Showtime Championship Boxing,Wii,2007.0,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.01,0.07,4
Football Manager 2010,PC,2009.0,Sports,Sega,0.0,0.06,0.0,0.01,0.07,9
Bionicle Heroes,Xbox 360,2006.0,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07,6
Silent Hill: Origins,PlayStation 2,2008.0,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,7
ESPN National Hockey Night,PlayStation 2,2001.0,Sports,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,
Theme Park,DS,2007.0,Simulation,Electronic Arts,0.0,0.03,0.03,0.0,0.07,8
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07,8
Taz Wanted,Xbox,2002.0,Platform,Atari,0.05,0.02,0.0,0.0,0.07,6
Harry Potter and the Sorcerer's Stone,Xbox,2003.0,Action,Electronic Arts,0.05,0.02,0.0,0.0,0.07,7
McFarlane's Evil Prophecy,PlayStation 2,,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,3
Emergency 2012,PC,2010.0,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.07,6
Wallace & Gromit in Project Zoo,GameCube,2003.0,Platform,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07,3
Samurai Warriors,Xbox,2004.0,Action,Tecmo Koei,0.05,0.02,0.0,0.0,0.07,6
Hearts of Iron III,PC,2009.0,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07,7
FIFA Soccer 2004,GameCube,2003.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,6
Rayman 3: Hoodlum Havoc,GameCube,2003.0,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07,8
NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,5
Ultimate Marvel vs. Capcom 3,Xbox 360,2011.0,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07,7
Battleborn,PC,2016.0,Shooter,Take-Two Interactive,0.03,0.03,0.0,0.01,0.07,7
Ghost in the Shell: Stand Alone Complex,PSP,2005.0,Adventure,Atari,0.06,0.0,0.0,0.01,0.07,8
Drake of the 99 Dragons,Xbox,,Shooter,Unknown,0.05,0.01,0.0,0.0,0.07,2
Crimson Sea 2,PlayStation 2,2004.0,Action,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,8
Operation: Vietnam,DS,2007.0,Shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,6
RayStorm,PlayStation,1997.0,Shooter,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,8
Target: Terror,Wii,2008.0,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,3
Silpheed: The Lost Planet,PlayStation 2,2000.0,Shooter,Swing! Entertainment,0.03,0.03,0.0,0.01,0.07,8
Spartan: Total Warrior,GameCube,2005.0,Action,Sega,0.05,0.01,0.0,0.0,0.07,8
Pitfall: The Lost Expedition,Xbox,2004.0,Platform,Activision,0.05,0.01,0.0,0.0,0.07,8
River City Ransom EX,Game Boy Advance,2004.0,Action,Atlus,0.05,0.02,0.0,0.0,0.07,8
Crazy Taxi 2,Dreamcast,2001.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,8
Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,8
Toy Soldiers: War Chest,PlayStation 4,2015.0,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,7
Robot Alchemic Drive,PlayStation 2,2002.0,Action,Enix Corporation,0.03,0.03,0.0,0.01,0.07,8
Fighter Maker 2,PlayStation 2,2002.0,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07,8
Lifeline,PlayStation 2,2003.0,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07,8
Dragon Valor,PlayStation,1999.0,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,9
NHL 2005,GameCube,2004.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,6
Midway Arcade Treasures 3,GameCube,2005.0,Misc,Midway Games,0.05,0.01,0.0,0.0,0.07,7
Resident Evil 5,PC,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07,7
Secret Files: Tunguska,Wii,2008.0,Adventure,Koch Media,0.05,0.02,0.0,0.01,0.07,8
GRID 2,PC,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,0.07,6
Grand Ages: Medieval,PlayStation 4,2015.0,Strategy,Kalypso Media,0.0,0.05,0.01,0.01,0.07,7
Alan Wake,PC,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07,8
N+,DS,2007.0,Platform,Atari,0.06,0.0,0.0,0.0,0.07,8
Sega Soccer Slam,GameCube,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,8
Obscure,PlayStation 2,2004.0,Adventure,Microids,0.03,0.03,0.0,0.01,0.07,9
Lost in Blue 2,DS,2007.0,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.07,
Resident Evil 6,PlayStation 4,2016.0,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07,7
Hammerin' Hero,PSP,2008.0,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,7
Spawn: Armageddon,GameCube,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,7
God Hand,PlayStation 2,2006.0,Action,Capcom,0.0,0.0,0.07,0.0,0.07,9
Legends of Wrestling II,Game Boy Advance,2002.0,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,4
Tony Hawk's Pro Skater 5,Xbox 360,2015.0,Sports,Activision,0.06,0.0,0.0,0.01,0.07,2
Fatal Fury: Battle Archives Volume 2,PlayStation 2,2007.0,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,
Jurassic Park: Operation Genesis,Xbox,2003.0,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,9
RedCard 20-03,PlayStation 2,2002.0,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,8
James Bond 007: Blood Stone,DS,2010.0,Shooter,Activision,0.05,0.01,0.0,0.0,0.07,7
Future Tactics: The Uprising,PlayStation 2,2004.0,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,6
Driver: Parallel Lines,Xbox,2006.0,Racing,Atari,0.05,0.01,0.0,0.0,0.07,5
Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,6
Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,0.06,0.01,0.0,0.01,0.07,6
